,conf,pred,true,correct,prec_k,term
8355,6.5095954,6,6,1,0.9887550200803212,0.9887550200803212
5321,6.5086746,9,9,1,0.9887595343235648,0.9887595343235648
9154,6.5085006,6,6,1,0.9887640449438202,0.9887640449438202
932,6.5075483,6,6,1,0.9887685519454472,0.9887685519454472
7251,6.503847,44,44,1,0.9887730553327987,0.9887730553327987
4060,6.5037417,6,6,1,0.9887775551102205,0.9887775551102205
2637,6.4995227,20,20,1,0.9887820512820513,0.9887820512820513
3691,6.499511,20,20,1,0.9887865438526231,0.9887865438526231
934,6.497779,6,6,1,0.988791032826261,0.988791032826261
5406,6.4964795,32,32,1,0.988795518207283,0.988795518207283
1068,6.4964542,9,9,1,0.9888,0.9888
8233,6.494792,19,19,1,0.9888044782087165,0.9888044782087165
3034,6.4912686,25,25,1,0.9888089528377298,0.9888089528377298
43,6.4900413,6,6,1,0.9888134238913304,0.9888134238913304
1917,6.4896235,44,44,1,0.9888178913738019,0.9888178913738019
5175,6.485459,32,32,1,0.9888223552894212,0.9888223552894212
5087,6.483517,25,25,1,0.9888268156424581,0.9888268156424581
210,6.480762,4,4,1,0.988831272437176,0.988831272437176
1536,6.479339,41,41,1,0.988835725677831,0.988835725677831
1651,6.477783,18,18,1,0.9888401753686727,0.9888401753686727
7202,6.4777365,36,36,1,0.9888446215139443,0.9888446215139443
2365,6.477571,28,28,1,0.9888490641178813,0.9888490641178813
1065,6.474817,18,18,1,0.9888535031847133,0.9888535031847133
8107,6.473752,18,18,1,0.9888579387186629,0.9888579387186629
9515,6.4728184,13,13,1,0.9888623707239459,0.9888623707239459
9360,6.468877,24,24,1,0.9888667992047714,0.9888667992047714
2259,6.46748,6,6,1,0.9888712241653418,0.9888712241653418
4372,6.4667325,2,2,1,0.988875645609853,0.988875645609853
6875,6.465869,6,6,1,0.988880063542494,0.988880063542494
1832,6.462334,4,4,1,0.9888844779674474,0.9888844779674474
6224,6.4617534,4,4,1,0.9888888888888889,0.9888888888888889
5778,6.461147,22,22,1,0.9888932963109877,0.9888932963109877
9702,6.460801,1,1,1,0.9888977002379065,0.9888977002379065
5656,6.459391,28,19,0,0.9885057471264368,0.0
6380,6.450596,42,42,1,0.9885103011093502,0.9885103011093502
508,6.4488006,23,23,1,0.9885148514851485,0.9885148514851485
5951,6.4441543,16,16,1,0.9885193982581156,0.9885193982581156
8700,6.442906,43,43,1,0.9885239414325286,0.9885239414325286
7860,6.439321,1,1,1,0.9885284810126582,0.9885284810126582
6018,6.4380603,4,4,1,0.9885330170027679,0.9885330170027679
2073,6.4373307,39,39,1,0.9885375494071146,0.9885375494071146
3062,6.4365764,18,18,1,0.9885420782299487,0.9885420782299487
7510,6.434793,37,37,1,0.9885466034755134,0.9885466034755134
8129,6.4338145,25,25,1,0.9885511251480458,0.9885511251480458
4553,6.433198,44,44,1,0.9885556432517758,0.9885556432517758
2561,6.4322944,25,25,1,0.988560157790927,0.988560157790927
2320,6.432292,42,42,1,0.988564668769716,0.988564668769716
2092,6.4312882,28,28,1,0.9885691761923532,0.9885691761923532
427,6.428586,42,42,1,0.9885736800630418,0.9885736800630418
7616,6.4241405,6,6,1,0.9885781803859788,0.9885781803859788
158,6.423451,6,6,1,0.9885826771653543,0.9885826771653543
9955,6.4229946,26,26,1,0.9885871704053523,0.9885871704053523
7752,6.4212937,6,6,1,0.9885916601101495,0.9885916601101495
4575,6.418323,37,37,1,0.9885961462839167,0.9885961462839167
2161,6.414851,44,44,1,0.9886006289308176,0.9886006289308176
2127,6.414284,28,28,1,0.9886051080550098,0.9886051080550098
1461,6.4134536,2,2,1,0.9886095836606441,0.9886095836606441
9864,6.413176,4,4,1,0.9886140557518649,0.9886140557518649
5172,6.412384,42,42,1,0.9886185243328101,0.9886185243328101
8444,6.408728,4,4,1,0.9886229894076108,0.9886229894076108
439,6.408021,31,31,1,0.9886274509803922,0.9886274509803922
3595,6.4079266,42,42,1,0.9886319090552724,0.9886319090552724
7659,6.4069695,11,12,0,0.9882445141065831,0.0
6748,6.406294,16,16,1,0.9882491186839013,0.9882491186839013
4254,6.404811,42,42,1,0.9882537196554424,0.9882537196554424
8200,6.4044976,36,36,1,0.9882583170254403,0.9882583170254403
6112,6.402597,23,23,1,0.9882629107981221,0.9882629107981221
6118,6.4013095,41,41,1,0.9882675009777082,0.9882675009777082
5779,6.400801,18,18,1,0.9882720875684128,0.9882720875684128
6574,6.3998427,1,1,1,0.9882766705744431,0.9882766705744431
4567,6.399358,12,12,1,0.98828125,0.98828125
86,6.397633,32,32,1,0.9882858258492776,0.9882858258492776
3367,6.3950253,18,18,1,0.9882903981264637,0.9882903981264637
5720,6.3908014,42,42,1,0.9882949668357394,0.9882949668357394
6195,6.386969,28,19,0,0.9879095163806553,0.0
6622,6.385531,42,42,1,0.9879142300194932,0.9879142300194932
2162,6.384518,41,41,1,0.9879189399844115,0.9879189399844115
624,6.384093,39,39,1,0.987923646279704,0.987923646279704
4308,6.3832235,0,0,1,0.9879283489096573,0.9879283489096573
3813,6.3806252,6,6,1,0.987933047878552,0.987933047878552
1723,6.380055,1,1,1,0.9879377431906615,0.9879377431906615
8588,6.379182,37,37,1,0.9879424348502528,0.9879424348502528
5525,6.375998,13,13,1,0.9879471228615864,0.9879471228615864
6291,6.3722506,8,8,1,0.9879518072289156,0.9879518072289156
5016,6.3708,41,41,1,0.9879564879564879,0.9879564879564879
58,6.3672957,42,42,1,0.9879611650485437,0.9879611650485437
8597,6.3613324,41,38,0,0.9875776397515528,0.0
6629,6.3587494,39,39,1,0.9875824602250679,0.9875824602250679
4943,6.3565326,6,6,1,0.9875872769588828,0.9875872769588828
5970,6.349341,6,6,1,0.9875920899573478,0.9875920899573478
7594,6.3488836,6,6,1,0.9875968992248062,0.9875968992248062
4532,6.3469625,8,8,1,0.9876017047655947,0.9876017047655947
1848,6.342004,1,1,1,0.9876065065840434,0.9876065065840434
992,6.3417172,28,28,1,0.9876113046844754,0.9876113046844754
1687,6.339472,20,20,1,0.9876160990712074,0.9876160990712074
6998,6.3376603,16,16,1,0.9876208897485493,0.9876208897485493
4361,6.3372,42,42,1,0.9876256767208044,0.9876256767208044
2117,6.3372,42,42,1,0.9876304599922691,0.9876304599922691
7584,6.3346343,43,43,1,0.9876352395672334,0.9876352395672334
5074,6.3343425,11,11,1,0.9876400154499807,0.9876400154499807
6303,6.333486,42,42,1,0.9876447876447877,0.9876447876447877
4708,6.328398,26,26,1,0.9876495561559243,0.9876495561559243
7327,6.3282156,32,32,1,0.9876543209876543,0.9876543209876543
894,6.327639,44,44,1,0.9876590821442345,0.9876590821442345
5891,6.3274302,23,23,1,0.9876638396299152,0.9876638396299152
2263,6.324845,16,16,1,0.9876685934489403,0.9876685934489403
9645,6.322417,41,41,1,0.987673343605547,0.987673343605547
706,6.3221593,13,13,1,0.9876780901039661,0.9876780901039661
1588,6.318284,10,10,1,0.9876828329484219,0.9876828329484219
5425,6.318043,6,6,1,0.987687572143132,0.987687572143132
6474,6.3170238,6,6,1,0.9876923076923076,0.9876923076923076
5833,6.3149242,28,28,1,0.9876970396001538,0.9876970396001538
7607,6.313002,28,28,1,0.9877017678708686,0.9877017678708686
7401,6.3122487,11,11,1,0.9877064925086438,0.9877064925086438
2319,6.3101935,31,31,1,0.9877112135176651,0.9877112135176651
9743,6.3088346,25,25,1,0.9877159309021113,0.9877159309021113
9230,6.308709,44,44,1,0.9877206446661551,0.9877206446661551
844,6.3083816,46,46,1,0.9877253548139624,0.9877253548139624
1824,6.3082438,13,13,1,0.9877300613496932,0.9877300613496932
1670,6.3071675,17,17,1,0.987734764277501,0.987734764277501
9749,6.306647,5,5,1,0.9877394636015325,0.9877394636015325
5114,6.305804,28,28,1,0.9877441593259287,0.9877441593259287
747,6.305511,6,6,1,0.9877488514548239,0.9877488514548239
2975,6.3035283,8,8,1,0.9877535399923459,0.9877535399923459
6136,6.3009577,6,6,1,0.9877582249426167,0.9877582249426167
9600,6.2966523,23,23,1,0.9877629063097514,0.9877629063097514
9968,6.296518,28,28,1,0.9877675840978594,0.9877675840978594
3644,6.2949166,6,6,1,0.9877722583110432,0.9877722583110432
2489,6.294909,39,39,1,0.9877769289533995,0.9877769289533995
4322,6.2941823,44,44,1,0.9877815960290187,0.9877815960290187
9541,6.2915516,32,32,1,0.9877862595419847,0.9877862595419847
9992,6.283303,42,42,1,0.9877909194963754,0.9877909194963754
3010,6.2822514,44,44,1,0.9877955758962624,0.9877955758962624
56,6.281897,6,6,1,0.987800228745711,0.987800228745711
5072,6.2780957,13,13,1,0.9878048780487805,0.9878048780487805
8474,6.27703,6,6,1,0.9878095238095238,0.9878095238095238
10085,6.2764583,41,41,1,0.9878141660319878,0.9878141660319878
3902,6.27403,41,41,1,0.9878188047202132,0.9878188047202132
3146,6.2731967,42,42,1,0.9878234398782344,0.9878234398782344
5350,6.272102,6,6,1,0.9878280715100799,0.9878280715100799
998,6.271065,6,6,1,0.9878326996197718,0.9878326996197718
529,6.2701244,44,44,1,0.9878373242113265,0.9878373242113265
3555,6.2674003,33,33,1,0.9878419452887538,0.9878419452887538
3722,6.2660108,6,6,1,0.9878465628560578,0.9878465628560578
2613,6.2657156,42,42,1,0.9878511769172361,0.9878511769172361
4676,6.2641597,6,6,1,0.9878557874762809,0.9878557874762809
5985,6.262996,41,41,1,0.9878603945371776,0.9878603945371776
9183,6.262569,28,19,0,0.987485779294653,0.0
6301,6.262004,6,6,1,0.9874905231235784,0.9874905231235784
6088,6.252028,29,29,1,0.9874952633573323,0.9874952633573323
5341,6.249601,1,1,1,0.9875,0.9875
5601,6.248746,32,32,1,0.9875047330556608,0.9875047330556608
7917,6.2467427,23,23,1,0.9875094625283876,0.9875094625283876
4379,6.2451057,44,44,1,0.9875141884222475,0.9875141884222475
6375,6.2437963,13,13,1,0.987518910741301,0.987518910741301
7001,6.241037,6,6,1,0.987523629489603,0.987523629489603
1441,6.2405553,13,13,1,0.9875283446712018,0.9875283446712018
4987,6.237682,46,46,1,0.9875330562901398,0.9875330562901398
6685,6.235075,42,42,1,0.9875377643504532,0.9875377643504532
10131,6.2343636,42,0,0,0.9871649679124198,0.0
993,6.231382,20,20,1,0.9871698113207548,0.9871698113207548
6704,6.23121,18,18,1,0.987174651075066,0.987174651075066
9299,6.2307653,1,1,1,0.9871794871794872,0.9871794871794872
5576,6.2289033,26,26,1,0.9871843196381455,0.9871843196381455
7208,6.221581,41,41,1,0.987189148455162,0.987189148455162
301,6.221261,4,4,1,0.9871939736346516,0.9871939736346516
3600,6.2201767,10,10,1,0.9871987951807228,0.9871987951807228
4289,6.2179275,35,35,1,0.9872036130974784,0.9872036130974784
4687,6.217718,4,4,1,0.9872084273890143,0.9872084273890143
5975,6.2165475,4,4,1,0.9872132380594209,0.9872132380594209
4646,6.216395,41,41,1,0.987218045112782,0.987218045112782
2799,6.2151694,26,26,1,0.9872228485531755,0.9872228485531755
496,6.2148848,6,6,1,0.9872276483846731,0.9872276483846731
6165,6.214879,11,11,1,0.9872324446113406,0.9872324446113406
503,6.213089,29,0,0,0.9868618618618619,0.0
1156,6.211861,23,23,1,0.9868667917448405,0.9868667917448405
4506,6.211616,6,6,1,0.9868717179294824,0.9868717179294824
8092,6.2115264,43,43,1,0.9868766404199475,0.9868766404199475
4972,6.211231,18,18,1,0.9868815592203898,0.9868815592203898
2241,6.2082496,18,18,1,0.9868864743349569,0.9868864743349569
1023,6.2068834,24,24,1,0.9868913857677902,0.9868913857677902
9752,6.206159,6,6,1,0.9868962935230251,0.9868962935230251
7986,6.204383,42,42,1,0.9869011976047904,0.9869011976047904
6557,6.1976104,6,6,1,0.9869060980172091,0.9869060980172091
9072,6.1933784,5,5,1,0.9869109947643979,0.9869109947643979
4185,6.1932726,42,42,1,0.9869158878504672,0.9869158878504672
10058,6.1899943,13,13,1,0.9869207772795217,0.9869207772795217
6457,6.187037,8,8,1,0.9869256630556593,0.9869256630556593
7260,6.186661,6,6,1,0.9869305451829724,0.9869305451829724
4383,6.1864223,27,27,1,0.9869354236655469,0.9869354236655469
7574,6.1859193,8,8,1,0.9869402985074627,0.9869402985074627
2006,6.184858,6,6,1,0.9869451697127938,0.9869451697127938
4012,6.1800356,36,36,1,0.9869500372856077,0.9869500372856077
2195,6.17904,42,42,1,0.9869549012299664,0.9869549012299664
2300,6.1780944,6,6,1,0.9869597615499255,0.9869597615499255
1192,6.175068,42,42,1,0.9869646182495344,0.9869646182495344
8645,6.1731462,46,46,1,0.986969471332837,0.986969471332837
5103,6.167591,32,32,1,0.9869743208038705,0.9869743208038705
1780,6.1661053,17,17,1,0.9869791666666666,0.9869791666666666
2283,6.164648,33,33,1,0.9869840089252511,0.9869840089252511
4711,6.164078,6,6,1,0.9869888475836431,0.9869888475836431
3387,6.163171,31,31,1,0.9869936826458565,0.9869936826458565
436,6.1629486,44,44,1,0.986998514115899,0.986998514115899
773,6.162682,4,4,1,0.987003341997772,0.987003341997772
1763,6.1605964,6,6,1,0.9870081662954714,0.9870081662954714
5117,6.160025,20,20,1,0.987012987012987,0.987012987012987
8996,6.159827,8,8,1,0.9870178041543026,0.9870178041543026
5217,6.159065,27,27,1,0.9870226177233964,0.9870226177233964
1364,6.158665,6,6,1,0.9870274277242401,0.9870274277242401
7148,6.1582055,6,6,1,0.9870322341608003,0.9870322341608003
3271,6.1575847,41,41,1,0.987037037037037,0.987037037037037
9358,6.157369,43,43,1,0.9870418363569049,0.9870418363569049
7118,6.1540203,43,43,1,0.9870466321243523,0.9870466321243523
5008,6.1533537,27,27,1,0.9870514243433223,0.9870514243433223
6834,6.1529703,6,6,1,0.9870562130177515,0.9870562130177515
2939,6.151617,8,8,1,0.9870609981515711,0.9870609981515711
5405,6.1514964,31,31,1,0.9870657797487066,0.9870657797487066
9797,6.1494865,6,6,1,0.9870705578130772,0.9870705578130772
8275,6.1461105,39,39,1,0.9870753323485968,0.9870753323485968
1401,6.141787,13,13,1,0.9870801033591732,0.9870801033591732
8905,6.14033,31,27,0,0.9867158671586715,0.0
8742,6.1399407,42,42,1,0.9867207672445591,0.9867207672445591
3730,6.139541,19,19,1,0.9867256637168141,0.9867256637168141
9551,6.1381087,6,6,1,0.9867305565794323,0.9867305565794323
5202,6.138011,17,17,1,0.9867354458364038,0.9867354458364038
3761,6.1345735,5,5,1,0.9867403314917127,0.9867403314917127
6832,6.1340613,9,9,1,0.9867452135493373,0.9867452135493373
8166,6.132345,38,38,1,0.9867500920132499,0.9867500920132499
2419,6.132325,27,27,1,0.9867549668874173,0.9867549668874173
6652,6.1316643,28,28,1,0.9867598381757999,0.9867598381757999
2862,6.1312675,28,28,1,0.986764705882353,0.986764705882353
9800,6.1299396,11,11,1,0.9867695700110254,0.9867695700110254
3353,6.1267595,1,1,1,0.9867744305657604,0.9867744305657604
8704,6.1242833,4,4,1,0.9867792875504958,0.9867792875504958
5025,6.1221294,44,44,1,0.986784140969163,0.986784140969163
9827,6.1216135,13,13,1,0.986788990825688,0.986788990825688
4748,6.118516,4,4,1,0.9867938371239912,0.9867938371239912
922,6.117907,1,3,0,0.9864319765309865,0.0
5895,6.117902,6,6,1,0.9864369501466276,0.9864369501466276
2136,6.1172066,20,20,1,0.9864419201172591,0.9864419201172591
604,6.116736,6,6,1,0.9864468864468865,0.9864468864468865
8137,6.114201,6,39,0,0.9860856829000366,0.0
3319,6.113763,43,43,1,0.986090775988287,0.986090775988287
9919,6.112987,12,20,0,0.9857299670691547,0.0
10025,6.1083455,44,44,1,0.9857351865398684,0.9857351865398684
8349,6.106981,28,28,1,0.9857404021937842,0.9857404021937842
327,6.1061826,11,11,1,0.9857456140350878,0.9857456140350878
7295,6.1061068,42,42,1,0.9857508220679576,0.9857508220679576
9507,6.1061025,6,6,1,0.9857560262965669,0.9857560262965669
7789,6.1046634,6,6,1,0.9857612267250822,0.9857612267250822
9912,6.1045504,0,0,1,0.9857664233576642,0.9857664233576642
376,6.1031103,5,5,1,0.9857716161984678,0.9857716161984678
7557,6.0997233,25,25,1,0.9857768052516411,0.9857768052516411
280,6.0995502,42,42,1,0.985781990521327,0.985781990521327
7717,6.0977125,42,42,1,0.9857871720116618,0.9857871720116618
2808,6.0965056,14,14,1,0.985792349726776,0.985792349726776
3022,6.0924087,6,6,1,0.9857975236707939,0.9857975236707939
6242,6.091285,44,44,1,0.985802693847834,0.985802693847834
1817,6.089871,23,23,1,0.9858078602620087,0.9858078602620087
9642,6.0893154,0,0,1,0.9858130229174246,0.9858130229174246
5990,6.087287,2,2,1,0.9858181818181818,0.9858181818181818
5436,6.084082,28,28,1,0.9858233369683751,0.9858233369683751
1593,6.0835285,42,42,1,0.985828488372093,0.985828488372093
8053,6.0824504,28,28,1,0.9858336360334181,0.9858336360334181
485,6.08185,10,10,1,0.985838779956427,0.985838779956427
6702,6.081402,39,39,1,0.9858439201451905,0.9858439201451905
968,6.080108,8,8,1,0.9858490566037735,0.9858490566037735
615,6.0770926,4,4,1,0.985854189336235,0.985854189336235
10130,6.0756526,42,42,1,0.985859318346628,0.985859318346628
9009,6.074253,19,28,0,0.9855019934758971,0.0
1567,6.0738745,6,6,1,0.9855072463768116,0.9855072463768116
2673,6.0715976,8,8,1,0.9855124954726548,0.9855124954726548
837,6.071497,43,43,1,0.9855177407675597,0.9855177407675597
4156,6.0697126,38,38,1,0.9855229822656533,0.9855229822656533
1352,6.0682354,6,6,1,0.9855282199710564,0.9855282199710564
4551,6.0680766,4,4,1,0.9855334538878843,0.9855334538878843
3554,6.066534,23,23,1,0.9855386840202458,0.9855386840202458
1218,6.065394,20,20,1,0.9855439103722443,0.9855439103722443
4881,6.0651884,19,19,1,0.9855491329479769,0.9855491329479769
6768,6.062837,23,23,1,0.9855543517515348,0.9855543517515348
8387,6.060706,43,43,1,0.9855595667870036,0.9855595667870036
7724,6.0595503,19,19,1,0.9855647780584627,0.9855647780584627
605,6.0570025,6,6,1,0.9855699855699855,0.9855699855699855
8467,6.055718,28,28,1,0.9855751893256401,0.9855751893256401
7046,6.054265,43,43,1,0.9855803893294881,0.9855803893294881
9253,6.051744,1,1,1,0.9855855855855856,0.9855855855855856
1950,6.048276,2,2,1,0.9855907780979827,0.9855907780979827
9046,6.046215,42,42,1,0.9855959668707238,0.9855959668707238
5688,6.0461545,43,43,1,0.9856011519078474,0.9856011519078474
6209,6.045368,9,4,0,0.9852464915437208,0.0
9187,6.0445075,41,41,1,0.9852517985611511,0.9852517985611511
7370,6.0440583,18,18,1,0.9852571017619561,0.9852571017619561
5568,6.0422463,6,6,1,0.9852624011502517,0.9852624011502517
8156,6.0408072,25,25,1,0.9852676967301474,0.9852676967301474
723,6.039105,6,6,1,0.9852729885057471,0.9852729885057471
7997,6.0386977,13,13,1,0.985278276481149,0.985278276481149
9725,6.0384197,36,22,0,0.9849246231155779,0.0
4720,6.037813,42,42,1,0.984930032292788,0.984930032292788
3296,6.0355577,42,42,1,0.9849354375896701,0.9849354375896701
5524,6.0309258,10,10,1,0.984940839010398,0.984940839010398
4799,6.0301595,36,36,1,0.9849462365591398,0.9849462365591398
3231,6.0297775,6,6,1,0.9849516302400573,0.9849516302400573
5163,6.02555,24,24,1,0.9849570200573066,0.9849570200573066
4752,6.023696,9,9,1,0.9849624060150376,0.9849624060150376
4893,6.0213966,42,42,1,0.9849677881173944,0.9849677881173944
4704,6.020252,42,42,1,0.9849731663685152,0.9849731663685152
7769,6.0196776,6,6,1,0.9849785407725322,0.9849785407725322
531,6.01664,42,42,1,0.9849839113335717,0.9849839113335717
2844,6.0160084,44,44,1,0.9849892780557541,0.9849892780557541
1692,6.014191,44,44,1,0.984994640943194,0.984994640943194
3452,6.0135026,6,6,1,0.985,0.985
5264,6.0132995,6,6,1,0.9850053552302749,0.9850053552302749
3493,6.0128856,18,18,1,0.9850107066381156,0.9850107066381156
7374,6.0118456,6,6,1,0.9850160542276133,0.9850160542276133
5211,6.0110583,6,6,1,0.985021398002853,0.985021398002853
6421,6.0080876,25,25,1,0.9850267379679144,0.9850267379679144
8520,6.0044675,26,26,1,0.985032074126871,0.985032074126871
6798,6.0036774,38,42,0,0.9846811542572141,0.0
1913,6.003329,42,42,1,0.9846866096866097,0.9846866096866097
7174,6.0030575,43,43,1,0.9846920612317551,0.9846920612317551
9891,6.001127,6,6,1,0.9846975088967972,0.9846975088967972
2315,6.000021,18,18,1,0.9847029526858769,0.9847029526858769
2308,5.999688,29,29,1,0.9847083926031295,0.9847083926031295
5417,5.9991474,6,6,1,0.984713828652684,0.984713828652684
2752,5.998858,39,39,1,0.9847192608386638,0.9847192608386638
681,5.9972577,6,6,1,0.9847246891651865,0.9847246891651865
137,5.996868,21,21,1,0.9847301136363636,0.9847301136363636
9202,5.9963493,37,37,1,0.984735534256301,0.984735534256301
9425,5.9960847,13,13,1,0.9847409510290986,0.9847409510290986
860,5.9949455,8,8,1,0.9847463639588506,0.9847463639588506
4474,5.993279,18,18,1,0.9847517730496453,0.9847517730496453
